date,预测平均值:GDP:累计同比,预测平均值:工业增加值:当月同比,预测平均值:CPI:当月同比,预测平均值:PPI:当月同比,预测平均值:固定资产投资:累计同比,预测平均值:社会消费品零售总额:当月同比,预测平均值:出口金额:当月同比,预测平均值:进口金额:当月同比,预测平均值:贸易差额:当月值,预测平均值:M2:同比,预测平均值:人民币贷款:同比,预测平均值:人民币贷款:当月新增,预测平均值:1年期存款利率,预测平均值:1年期贷款利率,CPI:当月同比,RPI:当月同比,PPI:全部工业品:当月同比,CGPI:当月同比,M1:同比,M2:同比,人民币存款准备金率:大型存款类金融机构(月),人民币存款准备金率:中小型存款类金融机构(月),官方储备资产:外汇储备,宏观经济景气指数:预警指数,宏观经济景气指数:一致指数,宏观经济景气指数:先行指数,宏观经济景气指数:滞后指数,消费者信心指数(月),消费者满意指数(月),消费者预期指数(月),全国居民收入基尼系数
2003/10/14,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,1.8,0.3,1.2,103.67,19.62,20.97,7,7,"4,009.92",112,99.98,102.4,98.39,109.9,113.1,107.7,0.479
2003/10/15,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,1.8,0.3,1.2,103.67,19.62,20.97,7,7,"4,009.92",112,99.98,102.4,98.39,109.9,113.1,107.7,0.479
2003/10/16,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,1.8,0.3,1.2,103.67,19.62,20.97,7,7,"4,009.92",112,99.98,102.4,98.39,109.9,113.1,107.7,0.479
2003/10/17,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,1.8,0.3,1.2,103.67,19.62,20.97,7,7,"4,009.92",112,99.98,102.4,98.39,109.9,113.1,107.7,0.479
2003/10/20,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,1.8,0.3,1.2,103.67,19.62,20.97,7,7,"4,009.92",112,99.98,102.4,98.39,109.9,113.1,107.7,0.479
2003/10/21,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,1.8,0.3,1.2,103.67,19.62,20.97,7,7,"4,009.92",112,99.98,102.4,98.39,109.9,113.1,107.7,0.479
2003/10/22,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,1.8,0.3,1.2,103.67,19.62,20.97,7,7,"4,009.92",112,99.98,102.4,98.39,109.9,113.1,107.7,0.479
2003/10/23,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,1.8,0.3,1.2,103.67,19.62,20.97,7,7,"4,009.92",112,99.98,102.4,98.39,109.9,113.1,107.7,0.479
2003/10/24,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,1.8,0.3,1.2,103.67,19.62,20.97,7,7,"4,009.92",112,99.98,102.4,98.39,109.9,113.1,107.7,0.479
2003/10/27,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,1.8,0.3,1.2,103.67,19.62,20.97,7,7,"4,009.92",112,99.98,102.4,98.39,109.9,113.1,107.7,0.479
2003/10/28,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,1.8,0.3,1.2,103.67,19.62,20.97,7,7,"4,009.92",112,99.98,102.4,98.39,109.9,113.1,107.7,0.479
2003/10/29,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,1.8,0.3,1.2,103.67,19.62,20.97,7,7,"4,009.92",112,99.98,102.4,98.39,109.9,113.1,107.7,0.479
2003/10/30,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,1.8,0.3,1.2,103.67,19.62,20.97,7,7,"4,009.92",112,99.98,102.4,98.39,109.9,113.1,107.7,0.479
2003/10/31,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,1.8,0.3,1.2,103.67,19.62,20.97,7,7,"4,009.92",112,99.98,102.4,98.39,109.9,113.1,107.7,0.479
2003/11/3,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3,1.4,1.9,105.47,18.86,20.37,7,7,"4,203.61",112,100.39,102.58,98.66,110.3,113.3,108.1,0.479
2003/11/4,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3,1.4,1.9,105.47,18.86,20.37,7,7,"4,203.61",112,100.39,102.58,98.66,110.3,113.3,108.1,0.479
2003/11/5,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3,1.4,1.9,105.47,18.86,20.37,7,7,"4,203.61",112,100.39,102.58,98.66,110.3,113.3,108.1,0.479
2003/11/6,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3,1.4,1.9,105.47,18.86,20.37,7,7,"4,203.61",112,100.39,102.58,98.66,110.3,113.3,108.1,0.479
2003/11/7,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3,1.4,1.9,105.47,18.86,20.37,7,7,"4,203.61",112,100.39,102.58,98.66,110.3,113.3,108.1,0.479
2003/11/10,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3,1.4,1.9,105.47,18.86,20.37,7,7,"4,203.61",112,100.39,102.58,98.66,110.3,113.3,108.1,0.479
2003/11/11,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3,1.4,1.9,105.47,18.86,20.37,7,7,"4,203.61",112,100.39,102.58,98.66,110.3,113.3,108.1,0.479
2003/11/12,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3,1.4,1.9,105.47,18.86,20.37,7,7,"4,203.61",112,100.39,102.58,98.66,110.3,113.3,108.1,0.479
2003/11/13,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3,1.4,1.9,105.47,18.86,20.37,7,7,"4,203.61",112,100.39,102.58,98.66,110.3,113.3,108.1,0.479
2003/11/14,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3,1.4,1.9,105.47,18.86,20.37,7,7,"4,203.61",112,100.39,102.58,98.66,110.3,113.3,108.1,0.479
2003/11/17,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3,1.4,1.9,105.47,18.86,20.37,7,7,"4,203.61",112,100.39,102.58,98.66,110.3,113.3,108.1,0.479
2003/11/18,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3,1.4,1.9,105.47,18.86,20.37,7,7,"4,203.61",112,100.39,102.58,98.66,110.3,113.3,108.1,0.479
2003/11/19,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3,1.4,1.9,105.47,18.86,20.37,7,7,"4,203.61",112,100.39,102.58,98.66,110.3,113.3,108.1,0.479
2003/11/20,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3,1.4,1.9,105.47,18.86,20.37,7,7,"4,203.61",112,100.39,102.58,98.66,110.3,113.3,108.1,0.479
2003/11/21,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3,1.4,1.9,105.47,18.86,20.37,7,7,"4,203.61",112,100.39,102.58,98.66,110.3,113.3,108.1,0.479
2003/11/24,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3,1.4,1.9,105.47,18.86,20.37,7,7,"4,203.61",112,100.39,102.58,98.66,110.3,113.3,108.1,0.479
2003/11/25,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3,1.4,1.9,105.47,18.86,20.37,7,7,"4,203.61",112,100.39,102.58,98.66,110.3,113.3,108.1,0.479
2003/11/26,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3,1.4,1.9,105.47,18.86,20.37,7,7,"4,203.61",112,100.39,102.58,98.66,110.3,113.3,108.1,0.479
2003/11/27,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3,1.4,1.9,105.47,18.86,20.37,7,7,"4,203.61",112,100.39,102.58,98.66,110.3,113.3,108.1,0.479
2003/11/28,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3,1.4,1.9,105.47,18.86,20.37,7,7,"4,203.61",112,100.39,102.58,98.66,110.3,113.3,108.1,0.479
2003/12/1,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3.2,1.9,3,106.31,18.7,19.6,7,7,"4,032.51",112.7,101.03,102.69,98.61,111.2,114,109.1,0.479
2003/12/2,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3.2,1.9,3,106.31,18.7,19.6,7,7,"4,032.51",112.7,101.03,102.69,98.61,111.2,114,109.1,0.479
2003/12/3,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3.2,1.9,3,106.31,18.7,19.6,7,7,"4,032.51",112.7,101.03,102.69,98.61,111.2,114,109.1,0.479
2003/12/4,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3.2,1.9,3,106.31,18.7,19.6,7,7,"4,032.51",112.7,101.03,102.69,98.61,111.2,114,109.1,0.479
2003/12/5,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3.2,1.9,3,106.31,18.7,19.6,7,7,"4,032.51",112.7,101.03,102.69,98.61,111.2,114,109.1,0.479
2003/12/8,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3.2,1.9,3,106.31,18.7,19.6,7,7,"4,032.51",112.7,101.03,102.69,98.61,111.2,114,109.1,0.479
2003/12/9,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3.2,1.9,3,106.31,18.7,19.6,7,7,"4,032.51",112.7,101.03,102.69,98.61,111.2,114,109.1,0.479
2003/12/10,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3.2,1.9,3,106.31,18.7,19.6,7,7,"4,032.51",112.7,101.03,102.69,98.61,111.2,114,109.1,0.479
2003/12/11,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3.2,1.9,3,106.31,18.7,19.6,7,7,"4,032.51",112.7,101.03,102.69,98.61,111.2,114,109.1,0.479
2003/12/12,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3.2,1.9,3,106.31,18.7,19.6,7,7,"4,032.51",112.7,101.03,102.69,98.61,111.2,114,109.1,0.479
2003/12/15,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3.2,1.9,3,106.31,18.7,19.6,7,7,"4,032.51",112.7,101.03,102.69,98.61,111.2,114,109.1,0.479
2003/12/16,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3.2,1.9,3,106.31,18.7,19.6,7,7,"4,032.51",112.7,101.03,102.69,98.61,111.2,114,109.1,0.479
2003/12/17,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3.2,1.9,3,106.31,18.7,19.6,7,7,"4,032.51",112.7,101.03,102.69,98.61,111.2,114,109.1,0.479
2003/12/18,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3.2,1.9,3,106.31,18.7,19.6,7,7,"4,032.51",112.7,101.03,102.69,98.61,111.2,114,109.1,0.479
2003/12/19,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3.2,1.9,3,106.31,18.7,19.6,7,7,"4,032.51",112.7,101.03,102.69,98.61,111.2,114,109.1,0.479
2003/12/22,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3.2,1.9,3,106.31,18.7,19.6,7,7,"4,032.51",112.7,101.03,102.69,98.61,111.2,114,109.1,0.479
2003/12/23,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3.2,1.9,3,106.31,18.7,19.6,7,7,"4,032.51",112.7,101.03,102.69,98.61,111.2,114,109.1,0.479
2003/12/24,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3.2,1.9,3,106.31,18.7,19.6,7,7,"4,032.51",112.7,101.03,102.69,98.61,111.2,114,109.1,0.479
2003/12/25,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3.2,1.9,3,106.31,18.7,19.6,7,7,"4,032.51",112.7,101.03,102.69,98.61,111.2,114,109.1,0.479
2003/12/26,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3.2,1.9,3,106.31,18.7,19.6,7,7,"4,032.51",112.7,101.03,102.69,98.61,111.2,114,109.1,0.479
2003/12/29,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3.2,1.9,3,106.31,18.7,19.6,7,7,"4,032.51",112.7,101.03,102.69,98.61,111.2,114,109.1,0.479
2003/12/30,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3.2,1.9,3,106.31,18.7,19.6,7,7,"4,032.51",112.7,101.03,102.69,98.61,111.2,114,109.1,0.479
2003/12/31,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3.2,1.9,3,106.31,18.7,19.6,7,7,"4,032.51",112.7,101.03,102.69,98.61,111.2,114,109.1,0.479
2004/1/2,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3.2,1.7,3.5,106.76,15.7,18.1,7,7,"4,157.20",116.7,101.87,102.41,98.56,111.3,114.4,108.6,0.473
2004/1/5,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3.2,1.7,3.5,106.76,15.7,18.1,7,7,"4,157.20",116.7,101.87,102.41,98.56,111.3,114.4,108.6,0.473
2004/1/6,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3.2,1.7,3.5,106.76,15.7,18.1,7,7,"4,157.20",116.7,101.87,102.41,98.56,111.3,114.4,108.6,0.473
2004/1/7,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3.2,1.7,3.5,106.76,15.7,18.1,7,7,"4,157.20",116.7,101.87,102.41,98.56,111.3,114.4,108.6,0.473
2004/1/8,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3.2,1.7,3.5,106.76,15.7,18.1,7,7,"4,157.20",116.7,101.87,102.41,98.56,111.3,114.4,108.6,0.473
2004/1/9,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3.2,1.7,3.5,106.76,15.7,18.1,7,7,"4,157.20",116.7,101.87,102.41,98.56,111.3,114.4,108.6,0.473
2004/1/12,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3.2,1.7,3.5,106.76,15.7,18.1,7,7,"4,157.20",116.7,101.87,102.41,98.56,111.3,114.4,108.6,0.473
2004/1/13,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3.2,1.7,3.5,106.76,15.7,18.1,7,7,"4,157.20",116.7,101.87,102.41,98.56,111.3,114.4,108.6,0.473
2004/1/14,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3.2,1.7,3.5,106.76,15.7,18.1,7,7,"4,157.20",116.7,101.87,102.41,98.56,111.3,114.4,108.6,0.473
2004/1/15,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3.2,1.7,3.5,106.76,15.7,18.1,7,7,"4,157.20",116.7,101.87,102.41,98.56,111.3,114.4,108.6,0.473
2004/1/16,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3.2,1.7,3.5,106.76,15.7,18.1,7,7,"4,157.20",116.7,101.87,102.41,98.56,111.3,114.4,108.6,0.473
2004/1/29,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3.2,1.7,3.5,106.76,15.7,18.1,7,7,"4,157.20",116.7,101.87,102.41,98.56,111.3,114.4,108.6,0.473
2004/1/30,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3.2,1.7,3.5,106.76,15.7,18.1,7,7,"4,157.20",116.7,101.87,102.41,98.56,111.3,114.4,108.6,0.473
2004/2/2,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,2.1,0.9,3.5,107.01,19.8,19.4,7,7,"4,266.40",122.7,102.35,102.53,98.7,111.1,114.3,108.3,0.473
2004/2/3,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,2.1,0.9,3.5,107.01,19.8,19.4,7,7,"4,266.40",122.7,102.35,102.53,98.7,111.1,114.3,108.3,0.473
2004/2/4,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,2.1,0.9,3.5,107.01,19.8,19.4,7,7,"4,266.40",122.7,102.35,102.53,98.7,111.1,114.3,108.3,0.473
2004/2/5,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,2.1,0.9,3.5,107.01,19.8,19.4,7,7,"4,266.40",122.7,102.35,102.53,98.7,111.1,114.3,108.3,0.473
2004/2/6,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,2.1,0.9,3.5,107.01,19.8,19.4,7,7,"4,266.40",122.7,102.35,102.53,98.7,111.1,114.3,108.3,0.473
2004/2/9,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,2.1,0.9,3.5,107.01,19.8,19.4,7,7,"4,266.40",122.7,102.35,102.53,98.7,111.1,114.3,108.3,0.473
2004/2/10,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,2.1,0.9,3.5,107.01,19.8,19.4,7,7,"4,266.40",122.7,102.35,102.53,98.7,111.1,114.3,108.3,0.473
2004/2/11,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,2.1,0.9,3.5,107.01,19.8,19.4,7,7,"4,266.40",122.7,102.35,102.53,98.7,111.1,114.3,108.3,0.473
2004/2/12,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,2.1,0.9,3.5,107.01,19.8,19.4,7,7,"4,266.40",122.7,102.35,102.53,98.7,111.1,114.3,108.3,0.473
2004/2/13,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,2.1,0.9,3.5,107.01,19.8,19.4,7,7,"4,266.40",122.7,102.35,102.53,98.7,111.1,114.3,108.3,0.473
2004/2/16,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,2.1,0.9,3.5,107.01,19.8,19.4,7,7,"4,266.40",122.7,102.35,102.53,98.7,111.1,114.3,108.3,0.473
2004/2/17,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,2.1,0.9,3.5,107.01,19.8,19.4,7,7,"4,266.40",122.7,102.35,102.53,98.7,111.1,114.3,108.3,0.473
2004/2/18,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,2.1,0.9,3.5,107.01,19.8,19.4,7,7,"4,266.40",122.7,102.35,102.53,98.7,111.1,114.3,108.3,0.473
2004/2/19,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,2.1,0.9,3.5,107.01,19.8,19.4,7,7,"4,266.40",122.7,102.35,102.53,98.7,111.1,114.3,108.3,0.473
2004/2/20,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,2.1,0.9,3.5,107.01,19.8,19.4,7,7,"4,266.40",122.7,102.35,102.53,98.7,111.1,114.3,108.3,0.473
2004/2/23,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,2.1,0.9,3.5,107.01,19.8,19.4,7,7,"4,266.40",122.7,102.35,102.53,98.7,111.1,114.3,108.3,0.473
2004/2/24,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,2.1,0.9,3.5,107.01,19.8,19.4,7,7,"4,266.40",122.7,102.35,102.53,98.7,111.1,114.3,108.3,0.473
2004/2/25,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,2.1,0.9,3.5,107.01,19.8,19.4,7,7,"4,266.40",122.7,102.35,102.53,98.7,111.1,114.3,108.3,0.473
2004/2/26,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,2.1,0.9,3.5,107.01,19.8,19.4,7,7,"4,266.40",122.7,102.35,102.53,98.7,111.1,114.3,108.3,0.473
2004/2/27,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,2.1,0.9,3.5,107.01,19.8,19.4,7,7,"4,266.40",122.7,102.35,102.53,98.7,111.1,114.3,108.3,0.473
2004/3/1,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3,1.7,4,108.34,20.1,19.1,7,7,"4,398.22",125.3,102.64,102.38,99.12,111.3,114.5,108.4,0.473
2004/3/2,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3,1.7,4,108.34,20.1,19.1,7,7,"4,398.22",125.3,102.64,102.38,99.12,111.3,114.5,108.4,0.473
2004/3/3,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3,1.7,4,108.34,20.1,19.1,7,7,"4,398.22",125.3,102.64,102.38,99.12,111.3,114.5,108.4,0.473
2004/3/4,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3,1.7,4,108.34,20.1,19.1,7,7,"4,398.22",125.3,102.64,102.38,99.12,111.3,114.5,108.4,0.473
2004/3/5,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3,1.7,4,108.34,20.1,19.1,7,7,"4,398.22",125.3,102.64,102.38,99.12,111.3,114.5,108.4,0.473
2004/3/8,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3,1.7,4,108.34,20.1,19.1,7,7,"4,398.22",125.3,102.64,102.38,99.12,111.3,114.5,108.4,0.473
2004/3/9,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3,1.7,4,108.34,20.1,19.1,7,7,"4,398.22",125.3,102.64,102.38,99.12,111.3,114.5,108.4,0.473
2004/3/10,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3,1.7,4,108.34,20.1,19.1,7,7,"4,398.22",125.3,102.64,102.38,99.12,111.3,114.5,108.4,0.473
2004/3/11,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3,1.7,4,108.34,20.1,19.1,7,7,"4,398.22",125.3,102.64,102.38,99.12,111.3,114.5,108.4,0.473
2004/3/12,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3,1.7,4,108.34,20.1,19.1,7,7,"4,398.22",125.3,102.64,102.38,99.12,111.3,114.5,108.4,0.473
2004/3/15,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3,1.7,4,108.34,20.1,19.1,7,7,"4,398.22",125.3,102.64,102.38,99.12,111.3,114.5,108.4,0.473
2004/3/16,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3,1.7,4,108.34,20.1,19.1,7,7,"4,398.22",125.3,102.64,102.38,99.12,111.3,114.5,108.4,0.473
2004/3/17,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3,1.7,4,108.34,20.1,19.1,7,7,"4,398.22",125.3,102.64,102.38,99.12,111.3,114.5,108.4,0.473
2004/3/18,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3,1.7,4,108.34,20.1,19.1,7,7,"4,398.22",125.3,102.64,102.38,99.12,111.3,114.5,108.4,0.473
2004/3/19,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3,1.7,4,108.34,20.1,19.1,7,7,"4,398.22",125.3,102.64,102.38,99.12,111.3,114.5,108.4,0.473
2004/3/22,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3,1.7,4,108.34,20.1,19.1,7,7,"4,398.22",125.3,102.64,102.38,99.12,111.3,114.5,108.4,0.473
2004/3/23,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3,1.7,4,108.34,20.1,19.1,7,7,"4,398.22",125.3,102.64,102.38,99.12,111.3,114.5,108.4,0.473
2004/3/24,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3,1.7,4,108.34,20.1,19.1,7,7,"4,398.22",125.3,102.64,102.38,99.12,111.3,114.5,108.4,0.473
2004/3/25,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3,1.7,4,108.34,20.1,19.1,7,7,"4,398.22",125.3,102.64,102.38,99.12,111.3,114.5,108.4,0.473
2004/3/26,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3,1.7,4,108.34,20.1,19.1,7,7,"4,398.22",125.3,102.64,102.38,99.12,111.3,114.5,108.4,0.473
2004/3/29,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3,1.7,4,108.34,20.1,19.1,7,7,"4,398.22",125.3,102.64,102.38,99.12,111.3,114.5,108.4,0.473
2004/3/30,10.2,16.5,6.18,7.5,25,21,19,19,205,18.42,13.8,"6,437.63",2.33,5.33,3,1.7,4,108.34,20.1,19.1,7,7,"4,398.22",125.3,102.64,102.38,99.12,111.3,114.5,108.4,0.473
